code,industry,update_date
sh601225,煤炭开采加工,2025-12-12
sh601226,建筑装饰,2025-12-12
sh601228,港口航运,2025-12-12
sh601229,银行,2025-12-12
sh601231,消费电子,2025-12-12
sh601233,化学纤维,2025-12-12
sh601236,证券,2025-12-12
sh601238,汽车整车,2025-12-12
sh601279,汽车零部件,2025-12-12
sh601288,银行,2025-12-12
sh601298,港口航运,2025-12-12
sh601311,电池,2025-12-12
sh601319,保险,2025-12-12
sh601326,港口航运,2025-12-12
sh601328,银行,2025-12-12
sh601330,环境治理,2025-12-12
sh601333,公路铁路运输,2025-12-12
sh601339,纺织制造,2025-12-12
sh601360,软件开发,2025-12-12
sh601366,零售,2025-12-12
sh601368,环境治理,2025-12-12
sh601369,专用设备,2025-12-12
sh601375,证券,2025-12-12
sh601377,证券,2025-12-12
sh601388,工业金属,2025-12-12
sh601390,建筑装饰,2025-12-12
sh601398,银行,2025-12-12
sh601456,证券,2025-12-12
sh601500,汽车零部件,2025-12-12
sh601512,房地产,2025-12-12
sh601515,包装印刷,2025-12-12
sh601518,公路铁路运输,2025-12-12
sh601519,软件开发,2025-12-12
sh601528,银行,2025-12-12
sh601555,证券,2025-12-12
sh601567,电网设备,2025-12-12
sh601568,化学原料,2025-12-12
sh601577,银行,2025-12-12
sh601579,饮料制造,2025-12-12
sh601588,房地产,2025-12-12
sh601595,影视院线,2025-12-12
sh601598,物流,2025-12-12
sh601599,纺织制造,2025-12-12
sh601600,工业金属,2025-12-12
sh601607,医药商业,2025-12-12
sh601608,专用设备,2025-12-12
sh601615,风电设备,2025-12-12
sh601616,电网设备,2025-12-12
sh601618,建筑装饰,2025-12-12
sh601633,汽车整车,2025-12-12
sh601636,建筑材料,2025-12-12
sh601658,银行,2025-12-12
sh601665,银行,2025-12-12
sh601666,煤炭开采加工,2025-12-12
sh601668,建筑装饰,2025-12-12
sh601669,建筑装饰,2025-12-12
sh601677,工业金属,2025-12-12
sh601678,化学原料,2025-12-12
sh601686,钢铁,2025-12-12
sh601688,证券,2025-12-12
sh601696,证券,2025-12-12
sh601698,军工装备,2025-12-12
sh601699,煤炭开采加工,2025-12-12
sh601702,工业金属,2025-12-12
sh601717,专用设备,2025-12-12
sh601718,服装家纺,2025-12-12
sh601727,其他电源设备,2025-12-12
sh601728,通信服务,2025-12-12
sh601766,轨交设备,2025-12-12
sh601777,汽车整车,2025-12-12
sh601778,电力,2025-12-12
sh601788,证券,2025-12-12
sh601789,建筑装饰,2025-12-12
sh601798,专用设备,2025-12-12
sh601800,建筑装饰,2025-12-12
sh601801,文化传媒,2025-12-12
sh601808,油气开采及服务,2025-12-12
sh601811,文化传媒,2025-12-12
sh601816,公路铁路运输,2025-12-12
sh601818,银行,2025-12-12
sh601825,银行,2025-12-12
sh601827,环境治理,2025-12-12
sh601828,零售,2025-12-12
sh601838,银行,2025-12-12
sh601857,石油加工贸易,2025-12-12
sh601858,文化传媒,2025-12-12
sh601860,银行,2025-12-12
sh601865,光伏设备,2025-12-12
sh601868,建筑装饰,2025-12-12
sh601872,港口航运,2025-12-12
sh601877,电网设备,2025-12-12
sh601878,证券,2025-12-12
sh601880,港口航运,2025-12-12
sh601881,证券,2025-12-12
sh601882,通用设备,2025-12-12
sh601886,建筑装饰,2025-12-12
sh601890,军工装备,2025-12-12
sh601898,煤炭开采加工,2025-12-12
sh601900,文化传媒,2025-12-12
sh601901,证券,2025-12-12
sh601908,电力,2025-12-12
sh601916,银行,2025-12-12
sh601918,煤炭开采加工,2025-12-12
sh601919,港口航运,2025-12-12
sh601921,文化传媒,2025-12-12
sh601928,文化传媒,2025-12-12
sh601929,文化传媒,2025-12-12
sh601933,零售,2025-12-12
sh601939,银行,2025-12-12
sh601949,文化传媒,2025-12-12
sh601952,种植业与林业,2025-12-12
sh601956,白色家电,2025-12-12
sh601958,小金属,2025-12-12
sh601963,银行,2025-12-12
sh601965,汽车服务及其他,2025-12-12
sh601966,汽车零部件,2025-12-12
sh601968,包装印刷,2025-12-12
sh601969,钢铁,2025-12-12
sh601975,港口航运,2025-12-12
sh601985,电力,2025-12-12
sh601988,银行,2025-12-12
sh601990,证券,2025-12-12
sh601991,电力,2025-12-12
sh601992,建筑材料,2025-12-12
sh601996,种植业与林业,2025-12-12
sh601997,银行,2025-12-12
sh601998,银行,2025-12-12
sh601999,文化传媒,2025-12-12
sh603000,文化传媒,2025-12-12
sh603001,服装家纺,2025-12-12
sh603002,电子化学品,2025-12-12
sh603004,化学制品,2025-12-12
sh603005,半导体,2025-12-12
sh603006,汽车零部件,2025-12-12
sh603008,家居用品,2025-12-12
sh603010,化学制品,2025-12-12
sh603011,专用设备,2025-12-12
sh603012,专用设备,2025-12-12
sh603013,汽车零部件,2025-12-12
sh603015,自动化设备,2025-12-12
sh603016,电网设备,2025-12-12
sh603017,建筑装饰,2025-12-12
sh603018,建筑装饰,2025-12-12
sh603020,化学制品,2025-12-12
sh603022,包装印刷,2025-12-12
sh603023,汽车零部件,2025-12-12
sh603025,自动化设备,2025-12-12
sh603027,食品加工制造,2025-12-12
sh603028,通用设备,2025-12-12
sh603029,专用设备,2025-12-12
sh603030,建筑装饰,2025-12-12
sh603032,电池,2025-12-12
sh603033,橡胶制品,2025-12-12
sh603035,汽车零部件,2025-12-12
sh603036,专用设备,2025-12-12
sh603037,汽车零部件,2025-12-12
sh603038,建筑材料,2025-12-12
sh603041,化学制品,2025-12-12
sh603042,通信设备,2025-12-12
sh603043,食品加工制造,2025-12-12
sh603045,电网设备,2025-12-12
sh603048,汽车零部件,2025-12-12
sh603050,电网设备,2025-12-12
sh603051,化学制品,2025-12-12
sh603053,燃气,2025-12-12
sh603055,纺织制造,2025-12-12
sh603056,物流,2025-12-12
sh603057,食品加工制造,2025-12-12
sh603058,包装印刷,2025-12-12
sh603060,其他社会服务,2025-12-12
sh603065,化学制品,2025-12-12
sh603066,物流,2025-12-12
sh603067,化学原料,2025-12-12
sh603069,公路铁路运输,2025-12-12
sh603070,电网设备,2025-12-12
sh603071,电力,2025-12-12
sh603073,纺织制造,2025-12-12
sh603075,白色家电,2025-12-12
sh603076,专用设备,2025-12-12
sh603077,农化制品,2025-12-12
sh603078,电子化学品,2025-12-12
sh603079,化学制品,2025-12-12
sh603080,燃气,2025-12-12
sh603081,专用设备,2025-12-12
sh603085,汽车零部件,2025-12-12
sh603086,农化制品,2025-12-12
sh603088,通用设备,2025-12-12
sh603089,汽车零部件,2025-12-12
sh603093,多元金融,2025-12-12
sh603095,专用设备,2025-12-12
sh603096,文化传媒,2025-12-12
sh603097,电网设备,2025-12-12
sh603098,建筑装饰,2025-12-12
sh603100,通用设备,2025-12-12
sh603101,零售,2025-12-12
sh603103,影视院线,2025-12-12
sh603105,电力,2025-12-12
sh603106,计算机设备,2025-12-12
sh603107,汽车零部件,2025-12-12
sh603108,医药商业,2025-12-12
sh603109,汽车零部件,2025-12-12
sh603110,化学制品,2025-12-12
sh603111,轨交设备,2025-12-12
sh603112,白色家电,2025-12-12
sh603113,化学原料,2025-12-12
sh603115,电子化学品,2025-12-12
sh603116,服装家纺,2025-12-12
sh603117,物流,2025-12-12
sh603118,通信设备,2025-12-12
sh603121,汽车零部件,2025-12-12
sh603122,医药商业,2025-12-12
sh603123,多元金融,2025-12-12
sh603125,化学制品,2025-12-12
sh603126,环境治理,2025-12-12
sh603128,物流,2025-12-12
sh603132,工业金属,2025-12-12
sh603135,专用设备,2025-12-12
sh603136,旅游及酒店,2025-12-12
sh603137,建筑装饰,2025-12-12
sh603138,软件开发,2025-12-12
sh603139,中药,2025-12-12
sh603151,农产品加工,2025-12-12
sh603153,建筑装饰,2025-12-12
sh603155,化学制品,2025-12-12
sh603156,饮料制造,2025-12-12
sh603158,汽车零部件,2025-12-12
sh603159,专用设备,2025-12-12
sh603161,汽车零部件,2025-12-12
sh603162,港口航运,2025-12-12
sh603165,造纸,2025-12-12
sh603166,汽车零部件,2025-12-12
sh603167,港口航运,2025-12-12
sh603168,化学制药,2025-12-12
sh603169,专用设备,2025-12-12
sh603170,食品加工制造,2025-12-12
sh603172,化学制品,2025-12-12
sh603176,建筑装饰,2025-12-12
sh603177,环境治理,2025-12-12
sh603178,汽车零部件,2025-12-12
sh603180,家居用品,2025-12-12
sh603181,化学制品,2025-12-12
sh603182,农产品加工,2025-12-12
sh603183,其他社会服务,2025-12-12
sh603185,光伏设备,2025-12-12
sh603187,通用设备,2025-12-12
sh603188,化学制品,2025-12-12
sh603189,软件开发,2025-12-12
sh603190,汽车零部件,2025-12-12
sh603191,电网设备,2025-12-12
sh603192,化学制品,2025-12-12
sh603193,美容护理,2025-12-12
sh603196,服装家纺,2025-12-12
sh603201,通用设备,2025-12-12
sh603205,医疗器械,2025-12-12
sh603206,通信服务,2025-12-12
sh603207,化学制药,2025-12-12
sh603208,家居用品,2025-12-12
sh603209,港口航运,2025-12-12
sh603211,汽车零部件,2025-12-12
sh603212,光伏设备,2025-12-12
sh603213,化学原料,2025-12-12
sh603214,零售,2025-12-12
sh603215,小家电,2025-12-12
sh603217,化学制品,2025-12-12
sh603218,风电设备,2025-12-12
sh603219,小家电,2025-12-12
sh603220,通信服务,2025-12-12
sh603221,家居用品,2025-12-12
sh603222,医疗器械,2025-12-12
sh603223,石油加工贸易,2025-12-12
sh603225,化学纤维,2025-12-12
sh603227,化学原料,2025-12-12
sh603229,化学制药,2025-12-12
sh603230,文化传媒,2025-12-12
sh603231,农产品加工,2025-12-12
sh603232,软件开发,2025-12-12
sh603233,医药商业,2025-12-12
sh603235,化学制药,2025-12-12
sh603237,食品加工制造,2025-12-12
sh603238,纺织制造,2025-12-12
sh603239,汽车零部件,2025-12-12
sh603255,化学制品,2025-12-12
sh603258,游戏,2025-12-12
sh603266,汽车零部件,2025-12-12
sh603269,通用设备,2025-12-12
sh603270,通用设备,2025-12-12
sh603272,家居用品,2025-12-12
sh603273,工程机械,2025-12-12
sh603276,化学原料,2025-12-12
sh603277,通用设备,2025-12-12
sh603278,通用设备,2025-12-12
sh603279,通用设备,2025-12-12
sh603281,化学制品,2025-12-12
sh603282,环保设备,2025-12-12
sh603285,化学制品,2025-12-12
sh603289,专用设备,2025-12-12
sh603291,环境治理,2025-12-12
sh603298,工程机械,2025-12-12
sh603299,化学原料,2025-12-12
sh603300,多元金融,2025-12-12
sh603303,光学光电子,2025-12-12
sh603305,汽车零部件,2025-12-12
sh603309,医疗器械,2025-12-12
sh603310,化学制品,2025-12-12
sh603311,白色家电,2025-12-12
sh603313,家居用品,2025-12-12
sh603316,建筑装饰,2025-12-12
sh603317,食品加工制造,2025-12-12
sh603318,燃气,2025-12-12
sh603320,电机,2025-12-12
sh603321,专用设备,2025-12-12
sh603323,银行,2025-12-12
sh603324,环保设备,2025-12-12
sh603326,家居用品,2025-12-12
sh603327,消费电子,2025-12-12
sh603328,元件,2025-12-12
sh603329,物流,2025-12-12
sh603330,塑料制品,2025-12-12
sh603331,通用设备,2025-12-12
sh603332,化学纤维,2025-12-12
sh603333,电网设备,2025-12-12
sh603335,汽车零部件,2025-12-12
sh603336,种植业与林业,2025-12-12
sh603339,通用设备,2025-12-12
sh603344,电机,2025-12-12
sh603348,汽车零部件,2025-12-12
sh603351,化学制药,2025-12-12
sh603353,石油加工贸易,2025-12-12
sh603356,专用设备,2025-12-12
sh603357,建筑装饰,2025-12-12
sh603359,环境治理,2025-12-12
sh603363,农产品加工,2025-12-12
sh603365,服装家纺,2025-12-12
sh603366,厨卫电器,2025-12-12
sh603367,化学制药,2025-12-12
sh603368,医药商业,2025-12-12
sh603378,建筑材料,2025-12-12
sh603381,光伏设备,2025-12-12
sh603385,家居用品,2025-12-12
sh603386,元件,2025-12-12
sh603387,医疗器械,2025-12-12
sh603390,汽车零部件,2025-12-12
sh603393,油气开采及服务,2025-12-12
sh603395,农化制品,2025-12-12
sh603399,能源金属,2025-12-12
sh603421,通信设备,2025-12-12
sh603429,包装印刷,2025-12-12
sh603439,中药,2025-12-12
sh603456,医疗服务,2025-12-12
sh603458,建筑装饰,2025-12-12
sh603466,文化传媒,2025-12-12
sh603477,养殖业,2025-12-12
sh603488,专用设备,2025-12-12
sh603496,计算机设备,2025-12-12
sh603499,包装印刷,2025-12-12
sh603500,轨交设备,2025-12-12
sh603505,化学制品,2025-12-12
sh603506,房地产,2025-12-12
sh603507,风电设备,2025-12-12
sh603508,计算机设备,2025-12-12
sh603511,服装家纺,2025-12-12
sh603515,光学光电子,2025-12-12
sh603518,服装家纺,2025-12-12
sh603519,白色家电,2025-12-12
sh603520,化学制药,2025-12-12
sh603527,工业金属,2025-12-12
sh603528,软件开发,2025-12-12
sh603529,汽车服务及其他,2025-12-12
sh603533,文化传媒,2025-12-12
sh603535,物流,2025-12-12
sh603536,食品加工制造,2025-12-12
sh603538,化学制药,2025-12-12
sh603551,厨卫电器,2025-12-12
sh603558,服装家纺,2025-12-12
sh603565,港口航运,2025-12-12
sh603566,养殖业,2025-12-12
sh603567,中药,2025-12-12
sh603568,环境治理,2025-12-12
sh603569,物流,2025-12-12
sh603577,电网设备,2025-12-12
sh603578,白色家电,2025-12-12
sh603579,小家电,2025-12-12
sh603585,农化制品,2025-12-12
sh603586,汽车零部件,2025-12-12
sh603587,服装家纺,2025-12-12
sh603588,环境治理,2025-12-12
sh603598,文化传媒,2025-12-12
sh603599,农化制品,2025-12-12
sh603600,家居用品,2025-12-12
sh603602,通信服务,2025-12-12
sh603607,包装印刷,2025-12-12
sh603608,服装家纺,2025-12-12
sh603609,农产品加工,2025-12-12
sh603611,工程机械,2025-12-12
sh603612,非金属材料,2025-12-12
sh603613,互联网电商,2025-12-12
sh603615,家居用品,2025-12-12
sh603616,建筑材料,2025-12-12
sh603617,通用设备,2025-12-12
sh603618,电网设备,2025-12-12
sh603619,油气开采及服务,2025-12-12
sh603626,消费电子,2025-12-12
sh603628,光伏设备,2025-12-12
sh603629,消费电子,2025-12-12
sh603630,美容护理,2025-12-12
sh603633,汽车零部件,2025-12-12
sh603636,IT服务,2025-12-12
sh603637,建筑装饰,2025-12-12
sh603638,工程机械,2025-12-12
sh603639,农化制品,2025-12-12
sh603648,物流,2025-12-12
sh603656,专用设备,2025-12-12
sh603659,电池,2025-12-12
sh603660,计算机设备,2025-12-12
sh603668,农产品加工,2025-12-12
sh603669,化学制药,2025-12-12
sh603676,化学制药,2025-12-12
sh603677,白色家电,2025-12-12
sh603679,光学光电子,2025-12-12
sh603680,轨交设备,2025-12-12
sh603681,化学制品,2025-12-12
sh603682,零售,2025-12-12
sh603683,化学制品,2025-12-12
sh603685,光学光电子,2025-12-12
sh603686,环境治理,2025-12-12
sh603687,包装印刷,2025-12-12
sh603689,燃气,2025-12-12
sh603690,半导体,2025-12-12
sh603693,电力,2025-12-12
sh603696,食品加工制造,2025-12-12
sh603697,食品加工制造,2025-12-12
sh603700,通用设备,2025-12-12
sh603701,汽车零部件,2025-12-12
sh603703,光学光电子,2025-12-12
sh603706,燃气,2025-12-12
sh603707,化学制药,2025-12-12
sh603708,零售,2025-12-12
sh603711,饮料制造,2025-12-12
sh603712,军工电子,2025-12-12
sh603716,医药商业,2025-12-12
sh603717,养殖业,2025-12-12
sh603718,医疗器械,2025-12-12
sh603719,食品加工制造,2025-12-12
sh603725,家居用品,2025-12-12
sh603726,白色家电,2025-12-12
sh603727,油气开采及服务,2025-12-12
sh603729,文化传媒,2025-12-12
sh603730,汽车零部件,2025-12-12
sh603733,造纸,2025-12-12
sh603738,元件,2025-12-12
sh603739,化学制品,2025-12-12
sh603758,汽车零部件,2025-12-12
sh603759,环境治理,2025-12-12
sh603766,汽车服务及其他,2025-12-12
sh603767,汽车零部件,2025-12-12
sh603768,汽车零部件,2025-12-12
sh603776,汽车服务及其他,2025-12-12
sh603777,食品加工制造,2025-12-12
sh603778,光伏设备,2025-12-12
sh603779,饮料制造,2025-12-12
sh603787,汽车服务及其他,2025-12-12
sh603788,汽车零部件,2025-12-12
sh603790,化学制品,2025-12-12
sh603797,环境治理,2025-12-12
sh603798,石油加工贸易,2025-12-12
sh603801,家居用品,2025-12-12
sh603803,通信设备,2025-12-12
sh603806,光伏设备,2025-12-12
sh603808,服装家纺,2025-12-12
sh603809,汽车零部件,2025-12-12
sh603810,农化制品,2025-12-12
sh603811,化学制药,2025-12-12
sh603815,建筑装饰,2025-12-12
sh603816,家居用品,2025-12-12
sh603817,环境治理,2025-12-12
sh603818,家居用品,2025-12-12
sh603819,电机,2025-12-12
sh603823,化学制品,2025-12-12
sh603826,非金属材料,2025-12-12
sh603836,物流,2025-12-12
sh603839,服装家纺,2025-12-12
sh603848,家居用品,2025-12-12
sh603855,专用设备,2025-12-12
sh603856,建筑材料,2025-12-12
sh603858,中药,2025-12-12
sh603860,建筑装饰,2025-12-12
sh603861,电网设备,2025-12-12
sh603863,造纸,2025-12-12
sh603866,食品加工制造,2025-12-12
sh603867,化学制品,2025-12-12
sh603871,物流,2025-12-12
sh603876,工业金属,2025-12-12
sh603877,服装家纺,2025-12-12
sh603878,钢铁,2025-12-12
sh603879,塑料制品,2025-12-12
sh603880,医疗器械,2025-12-12
sh603882,医疗服务,2025-12-12
sh603883,医药商业,2025-12-12
sh603885,机场航运,2025-12-12
sh603886,食品加工制造,2025-12-12
sh603887,通信服务,2025-12-12
sh603888,文化传媒,2025-12-12
sh603889,纺织制造,2025-12-12
sh603890,消费电子,2025-12-12
sh603895,专用设备,2025-12-12
sh603896,中药,2025-12-12
sh603897,电网设备,2025-12-12
sh603898,家居用品,2025-12-12
sh603899,家居用品,2025-12-12
sh603900,服装家纺,2025-12-12
sh603901,专用设备,2025-12-12
sh603903,环境治理,2025-12-12
sh603906,电池,2025-12-12
sh603908,服装家纺,2025-12-12
sh603909,建筑装饰,2025-12-12
sh603912,通用设备,2025-12-12
sh603915,通用设备,2025-12-12
sh603916,化学制品,2025-12-12
sh603917,汽车零部件,2025-12-12
sh603918,IT服务,2025-12-12
sh603919,白酒,2025-12-12
sh603922,汽车零部件,2025-12-12
sh603926,汽车零部件,2025-12-12
sh603927,软件开发,2025-12-12
sh603928,塑料制品,2025-12-12
sh603933,其他电子,2025-12-12
sh603936,元件,2025-12-12
sh603937,工业金属,2025-12-12
sh603938,化学原料,2025-12-12
sh603939,医药商业,2025-12-12
sh603948,化学制品,2025-12-12
sh603949,汽车零部件,2025-12-12
sh603950,汽车零部件,2025-12-12
sh603955,建筑装饰,2025-12-12
sh603956,专用设备,2025-12-12
sh603958,服装家纺,2025-12-12
sh603959,电池,2025-12-12
sh603960,自动化设备,2025-12-12
sh603966,专用设备,2025-12-12
sh603967,物流,2025-12-12
sh603968,化学制品,2025-12-12
sh603969,通用设备,2025-12-12
sh603970,农化制品,2025-12-12
sh603976,医疗器械,2025-12-12
sh603977,化学制品,2025-12-12
sh603978,金属新材料,2025-12-12
sh603980,化学制品,2025-12-12
sh603982,汽车零部件,2025-12-12
sh603985,风电设备,2025-12-12
sh603987,医疗器械,2025-12-12
sh603988,电机,2025-12-12
sh603989,元件,2025-12-12
sh603990,软件开发,2025-12-12
sh603993,工业金属,2025-12-12
sh603995,钢铁,2025-12-12
sh603997,汽车零部件,2025-12-12
sh603998,中药,2025-12-12
sh603999,文化传媒,2025-12-12
sh605001,轨交设备,2025-12-12
sh605003,服装家纺,2025-12-12
sh605005,汽车零部件,2025-12-12
sh605006,建筑材料,2025-12-12
sh605007,造纸,2025-12-12
sh605008,塑料制品,2025-12-12
sh605011,电力,2025-12-12
sh605016,化学制品,2025-12-12
sh605018,汽车零部件,2025-12-12
sh605020,化学制品,2025-12-12
sh605028,电力,2025-12-12
sh605033,农化制品,2025-12-12
sh605050,物流,2025-12-12
sh605055,纺织制造,2025-12-12
sh605056,通用设备,2025-12-12
sh605066,电网设备,2025-12-12
sh605068,汽车零部件,2025-12-12
sh605069,环境治理,2025-12-12
sh605077,化学制品,2025-12-12
sh605080,家居用品,2025-12-12
sh605089,食品加工制造,2025-12-12
sh605108,旅游及酒店,2025-12-12
sh605116,化学制药,2025-12-12
sh605118,计算机设备,2025-12-12
sh605122,建筑材料,2025-12-12
sh605136,互联网电商,2025-12-12
sh605138,服装家纺,2025-12-12
sh605151,汽车零部件,2025-12-12
sh605155,家居用品,2025-12-12
sh605158,金属新材料,2025-12-12
sh605162,电力,2025-12-12
sh605166,化学纤维,2025-12-12
sh605167,建筑装饰,2025-12-12
sh605169,燃气,2025-12-12
sh605177,化学制药,2025-12-12
sh605179,饮料制造,2025-12-12
sh605180,纺织制造,2025-12-12
sh605183,橡胶制品,2025-12-12
sh605186,自动化设备,2025-12-12
sh605188,零售,2025-12-12
sh605189,纺织制造,2025-12-12
sh605208,工业金属,2025-12-12
sh605218,光学光电子,2025-12-12
sh605222,电网设备,2025-12-12
sh605228,汽车零部件,2025-12-12
sh605259,专用设备,2025-12-12
sh605266,医药商业,2025-12-12
sh605268,家居用品,2025-12-12
sh605277,消费电子,2025-12-12
sh605287,建筑装饰,2025-12-12
sh605296,养殖业,2025-12-12
sh605299,家居用品,2025-12-12
sh605300,饮料制造,2025-12-12
sh605303,建筑装饰,2025-12-12
sh605319,汽车零部件,2025-12-12
sh605333,汽车零部件,2025-12-12
sh605336,厨卫电器,2025-12-12
sh605337,饮料制造,2025-12-12
sh605338,食品加工制造,2025-12-12
sh605339,食品加工制造,2025-12-12
sh605365,光学光电子,2025-12-12
sh605366,化学制品,2025-12-12
sh605368,燃气,2025-12-12
sh605369,医疗器械,2025-12-12
sh605377,造纸,2025-12-12
sh605378,电池,2025-12-12
sh605388,饮料制造,2025-12-12
sh605398,IT服务,2025-12-12
sh605399,化学制品,2025-12-12
sh605500,造纸,2025-12-12
sh605507,化学制药,2025-12-12
sh605555,小家电,2025-12-12
sh605566,化学制品,2025-12-12
sh605567,食品加工制造,2025-12-12
sh605577,文化传媒,2025-12-12
sh605589,塑料制品,2025-12-12
sh605599,服装家纺,2025-12-12
